strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pango_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	missing_data	divergence	nonACGTN	rare_mutations	snp_clusters	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_snp_clusters	clock_deviation
Botswana/R04B11_BHP_318179/2021	ncov	EPI_ISL_1074743	?	2021-01-24	Africa	Botswana	North-East District	Masunga	Africa	Botswana	North-East District	genome	29860	Human	26	Female	20H/501Y.V2	B.1.351	GH	Nyangabwe Hospital HIV Reference Laboratory	Botswana Harvard HIV Reference Laboratory	Sikhulile Moyo et al	https://www.gisaid.org	?	?	2021-02-25	?	2367.0	106.0	1.0	99.0	28.0	mediocre	good	bad	bad	80.87846520547946
Botswana/R04B21_BHP_363933/2021	ncov	EPI_ISL_1076023	?	2021-02-11	Africa	Botswana	North-East District	Masunga	Africa	Botswana	North-East District	genome	29860	Human	17	Female	20H/501Y.V2	B.1.351	GH	Nyangabwe Hospital HIV Reference Laboratory	Botswana Harvard HIV Reference Laboratory	Sikhulile Moyo et al	https://www.gisaid.org	?	?	2021-02-25	?	2100.0	94.0	0.0	94.0	43.0	mediocre	good	bad	bad	67.99366410958905
Botswana/R2B07_BHP_361952/2021	ncov	EPI_ISL_1075644	?	2021-02-07	Africa	Botswana	Kasane		Africa	Botswana	Kasane	genome	29857	Human	23	Male	20H/501Y.V2	B.1.351	G	Kasane Primary Hospital Laboratory	Botswana Harvard HIV Reference Laboratory	Sikhulile Moyo et al	https://www.gisaid.org	?	?	2021-02-25	?	7415.0	80.0	0.0	69.0	27.0	bad	good	bad	bad	54.19028657534247
Botswana/R2B96_BHP_CV1507776/2021	ncov	EPI_ISL_981384	?	2021-01-19	Africa	Botswana	Lobatse		Africa	Botswana	Lobatse	genome	29782	Human	13	Male	20H/501Y.V2	B.1.351	GH	Botswana Harvard HIV Reference Laboratory	Botswana Harvard HIV Reference Laboratory	Sikhulile Moyo et al	https://www.gisaid.org	?	?	2021-02-12	?	3688.0	22.0	0.0	5.0	0.0	bad	good	good	good	-2.8757567123287657
Botswana/R2B96_BHP_CV1807184/2021	ncov	EPI_ISL_981386	?	2021-01-18	Africa	Botswana	Gaborone		Africa	Botswana	Gaborone	genome	29782	Human	43	Female	20H/501Y.V2	B.1.351	GH	Botswana Harvard HIV Reference Laboratory	Botswana Harvard HIV Reference Laboratory	Sikhulile Moyo et al	https://www.gisaid.org	?	?	2021-02-12	?	6520.0	17.0	0.0	3.0	0.0	bad	good	good	good	-7.826601095890407
Botswana/R2B96_BHP_CV2308366/2021	ncov	EPI_ISL_982860	?	2021-01-17	Africa	Botswana	Gaborone		Africa	Botswana	Gaborone	genome	29782	Human	58	Female	20H/501Y.V2	B.1.351	GH	Botswana Harvard HIV Reference Laboratory	Botswana Harvard HIV Reference Laboratory	Sikhulile Moyo et al	https://www.gisaid.org	?	?	2021-02-12	?	3411.0	23.0	0.0	6.0	0.0	bad	good	good	good	-1.7774454794520516
Brunei/3/2021	ncov	EPI_ISL_1122421	?	2021-01-20	Asia	Brunei	Brunei		Asia	Brunei	Brunei	genome	29654	Human	50	Male	20H/501Y.V2	B.1.351	GH	National Public Health Laboratory, National Centre for Infectious Diseases	National Virology Reference Laboratory	Tze Minn Mak et al	https://www.gisaid.org	?	?	2021-03-03	?	422.0	24.0	13.0	8.0	0.0	good	bad	good	good	-0.924912328767121
Cameroon/Yaounde-01-2021/ECO40/2021	ncov	EPI_ISL_1190765	?	2021-01-15	Africa	Cameroon	Yaoundé		Africa	Cameroon	Yaoundé	genome	29882	Human	35	Female	20H/501Y.V2	B.1.351	GH	CREMER(Centre de Rechercherches sur les Maladies Emergentes et Ré-émergentes)	TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses)	Celestin Godwe et al	https://www.gisaid.org	?	?	2021-03-09	?	64.0	24.0	1.0	8.0	0.0	good	good	good	good	-0.6791342465753409
Canada/NS-NML-5181/2020	ncov	EPI_ISL_960225	?	2020-12-25	North America	Canada	Nova Scotia		North America	Canada	Nova Scotia	genome	29696	Human	36	Male	20H/501Y.V2	B.1.351	GH	QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al	https://www.gisaid.org	?	?	2021-02-09	?	0.0	25.0	0.0	6.0	0.0	good	good	good	good	1.3531336986301383
Canada/ON-PHL-21-01730/2021	ncov	EPI_ISL_1183113	?	2021-02	North America	Canada	Ontario		North America	Canada	Ontario	genome	29764	Human	?	Female	20H/501Y.V2	B.1.351	GH	Public Health Ontario Laboratory	Public Health Ontario Laboratory	Vanessa G Allen et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	23.0	0.0	5.0	0.0	good	good	good	good	?
Canada/ON-PHL-21-01791/2021	ncov	EPI_ISL_1183114	?	2021-02	North America	Canada	Ontario		North America	Canada	Ontario	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Public Health Ontario Laboratory	Public Health Ontario Laboratory	Vanessa G Allen et al	https://www.gisaid.org	?	?	2021-03-08	?	218.0	24.0	0.0	6.0	0.0	good	good	good	good	?
Canada/ON-PHL-21-01819/2021	ncov	EPI_ISL_1182897	?	2021-02	North America	Canada	Ontario		North America	Canada	Ontario	genome	29764	Human	?	Male	20H/501Y.V2	B.1.351	GH	Public Health Ontario Laboratory	Public Health Ontario Laboratory	Vanessa G Allen et al	https://www.gisaid.org	?	?	2021-03-08	?	375.0	24.0	0.0	6.0	0.0	good	good	good	good	?
Canada/ON-PPS-21012021_0269/2021	ncov	EPI_ISL_983044	?	2021-01-20	North America	Canada	Ontario		North America	Canada	Ontario	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	University Health Network/Mount Sinai Hospital Department of Microbiology	Ontario Institute for Cancer Research	Marie-Ming Aynaud et al	https://www.gisaid.org	?	?	2021-02-12	S dropout	979.0	23.0	0.0	5.0	0.0	good	good	good	good	-1.924912328767121
CostaRica/INC-0277/2021	ncov	EPI_ISL_1067604	?	2021-02-10	North America	Costa Rica	Costa Rica		North America	Costa Rica	Costa Rica	genome	29728	Human	65	Male	20H/501Y.V2	B.1.351	GH	HOSPITAL SAN JUAN DE DIOS	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al	https://www.gisaid.org	?	?	2021-02-24	?	0.0	28.0	0.0	12.0	0.0	good	good	mediocre	good	2.0428197260273997
CostaRica/INC-0288/2021	ncov	EPI_ISL_1196431	?	2021-02-11	North America	Costa Rica	Costa Rica		North America	Costa Rica	Costa Rica	genome	29829	Human	?	Male	20H/501Y.V2	B.1.351	GH	HOSPITAL MEXICO	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al	https://www.gisaid.org	?	?	2021-03-10	?	0.0	29.0	0.0	9.0	0.0	good	good	good	good	2.9936641095890444
Croatia/HRV000_95/2021	ncov	EPI_ISL_1168769	?	2021-02-09	Europe	Croatia	Zagreb	Zagreb	Europe	Croatia	Zagreb	genome	29450	Human	32	Female	20H/501Y.V2	B.1.351	O	"Dr. Andrija Stampar“ Teaching Institute of Public Health	Croatian Institute of Public Health	Irena Tabain et al	https://www.gisaid.org	?	?	2021-03-06	?	482.0	18.0	0.0	8.0	0.0	good	good	good	good	-7.908024657534245
Croatia/HRV000_96/2021	ncov	EPI_ISL_1109555	?	2021-02-09	Europe	Croatia	Zagreb	Zagreb	Europe	Croatia	Zagreb	genome	29615	Human	30	Female	20H/501Y.V2	B.1.351	GH	"Dr. Andrija Stampar“ Teaching Institute of Public Health	Croatian Institute of Public Health	Irena Tabain et al	https://www.gisaid.org	?	?	2021-03-01	?	0.0	24.0	0.0	5.0	0.0	good	good	good	good	-1.908024657534245
DRC/827/2021	ncov	EPI_ISL_965123	?	2021-01-22	Africa	Democratic Republic of the Congo	Lualaba		Africa	Democratic Republic of the Congo	Lualaba	genome	29547	Human	39	Male	20H/501Y.V2	B.1.351	GH	Viral Respiratory Lab, National Institute for Biomedical Research (INRB)	Pathogen Sequencing Lab, National Institute for Biomedical Research (INRB)	Placide Mbala-Kingebeni et al	https://www.gisaid.org	?	?	2021-02-10	?	356.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	1.9767764383561683
Denmark/DCGC-28407/2021	ncov	EPI_ISL_844979	?	2021-01-04	Europe	Denmark	Sjaelland		Europe	Denmark	Sjaelland	genome	29763	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-01-18	?	0.0	26.0	0.0	8.0	0.0	good	good	good	good	1.8615775342465781
Denmark/DCGC-32262/2021	ncov	EPI_ISL_869266	?	2021-01-18	Europe	Denmark	Nordjylland		Europe	Denmark	Nordjylland	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-01-25	?	0.0	23.0	0.0	4.0	0.0	good	good	good	good	-1.8266010958904069
Denmark/DCGC-32298/2021	ncov	EPI_ISL_869302	?	2021-01-18	Europe	Denmark	Nordjylland		Europe	Denmark	Nordjylland	genome	29746	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-01-25	?	0.0	24.0	0.0	6.0	0.0	good	good	good	good	-0.8266010958904069
Denmark/DCGC-34927/2021	ncov	EPI_ISL_926067	?	2021-01-18	Europe	Denmark	Syddanmark		Europe	Denmark	Syddanmark	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-03	?	0.0	24.0	0.0	7.0	0.0	good	good	good	good	-0.8266010958904069
Denmark/DCGC-38932/2021	ncov	EPI_ISL_930074	?	2021-01-25	Europe	Denmark	Midtjylland		Europe	Denmark	Midtjylland	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-03	?	0.0	26.0	0.0	7.0	0.0	good	good	good	good	0.8293095890410989
Denmark/DCGC-39831/2021	ncov	EPI_ISL_971508	?	2021-02-01	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-11	?	0.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	2.4852202739726046
Denmark/DCGC-41409/2021	ncov	EPI_ISL_973086	?	2021-02-01	Europe	Denmark	Syddanmark		Europe	Denmark	Syddanmark	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-11	?	0.0	24.0	0.0	5.0	0.0	good	good	good	good	-1.5147797260273954
Denmark/DCGC-42233/2021	ncov	EPI_ISL_1022511	?	2021-02-08	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-18	?	0.0	24.0	0.0	5.0	0.0	good	good	good	good	-1.8588690410958861
Denmark/DCGC-43091/2021	ncov	EPI_ISL_1023369	?	2021-02-08	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-18	?	0.0	24.0	0.0	5.0	0.0	good	good	good	good	-1.8588690410958861
Denmark/DCGC-44191/2021	ncov	EPI_ISL_1024569	?	2021-02-01	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-02-18	?	0.0	27.0	0.0	10.0	0.0	good	good	mediocre	good	1.4852202739726046
Denmark/DCGC-49963/2021	ncov	EPI_ISL_1126354	?	2021-02-15	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-03-03	?	0.0	24.0	0.0	5.0	0.0	good	good	good	good	-2.2029583561643804
Denmark/DCGC-50016/2021	ncov	EPI_ISL_1126407	?	2021-02-15	Europe	Denmark	Hovedstaden		Europe	Denmark	Hovedstaden	genome	29764	Human	?	?	20H/501Y.V2	B.1.351	GH	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	Aalborg University	Danish Covid-19 Genome Consortium et al	https://www.gisaid.org	?	?	2021-03-03	?	0.0	25.0	0.0	6.0	0.0	good	good	good	good	-1.2029583561643804
England/205221138/2020	ncov	EPI_ISL_766245	?	2020-12-22	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29855	Human	56	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-05	?	215.0	24.0	1.0	5.0	0.0	good	good	good	good	0.5006005479452078
England/205260233/2020	ncov	EPI_ISL_770437	?	2020	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29834	Human	29	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	240.0	24.0	3.0	6.0	0.0	good	mediocre	good	good	?
England/205261247/2020	ncov	EPI_ISL_837061	?	2020-12-22	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29824	Human	65	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	929.0	21.0	2.0	4.0	0.0	good	good	good	good	-2.499399452054792
England/205261884/2020	ncov	EPI_ISL_770438	?	2020	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29803	Human	37	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	181.0	22.0	0.0	3.0	0.0	good	good	good	good	?
England/205280028/2020	ncov	EPI_ISL_770439	?	2020-12-24	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29849	Human	68	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	676.0	24.0	21.0	6.0	0.0	good	bad	good	good	0.4022893150684972
England/205280029/2020	ncov	EPI_ISL_770440	?	2020-12-24	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29836	Human	27	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	419.0	24.0	7.0	6.0	0.0	good	mediocre	good	good	0.4022893150684972
England/205280030/2020	ncov	EPI_ISL_770441	?	2020-12-24	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29872	Human	68	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	4.0	25.0	0.0	7.0	0.0	good	good	good	good	1.4022893150684972
England/205300064/2020	ncov	EPI_ISL_770462	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29836	Human	?	?	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	229.0	24.0	1.0	5.0	0.0	good	good	good	good	0.2056668493150724
England/205300065/2020	ncov	EPI_ISL_770463	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29813	Human	?	?	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	410.0	30.0	0.0	9.0	0.0	good	good	good	good	6.205666849315072
England/205300066/2020	ncov	EPI_ISL_770464	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29812	Human	?	?	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	615.0	28.0	4.0	9.0	0.0	good	mediocre	good	good	4.205666849315072
England/205300067/2020	ncov	EPI_ISL_770465	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29817	Human	?	?	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	2140.0	29.0	6.0	9.0	0.0	mediocre	mediocre	good	good	5.205666849315072
England/205300069/2020	ncov	EPI_ISL_770466	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29812	Human	?	?	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	2867.0	26.0	4.0	9.0	0.0	mediocre	mediocre	good	good	2.2056668493150724
England/205300109/2020	ncov	EPI_ISL_770467	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29813	Human	?	?	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	104.0	24.0	0.0	4.0	0.0	good	good	good	good	0.2056668493150724
England/205320747/2020	ncov	EPI_ISL_770469	?	2020-12-28	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29849	Human	?	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	229.0	25.0	0.0	11.0	0.0	good	good	mediocre	good	1.2056668493150724
England/205360508/2020	ncov	EPI_ISL_766232	?	2020-12-25	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29807	Human	43	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-05	?	2513.0	20.0	20.0	7.0	0.0	mediocre	bad	good	good	-3.6468663013698617
England/205390867/2021	ncov	EPI_ISL_768815	?	2021-01-02	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29805	Human	13	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	447.0	23.0	0.0	4.0	0.0	good	good	good	good	-1.0401112328767077
England/205390870/2021	ncov	EPI_ISL_768816	?	2021-01-03	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29805	Human	53	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-06	?	680.0	21.0	0.0	4.0	0.0	good	good	good	good	-3.0892668493150666
England/210121130/2021	ncov	EPI_ISL_804259	?	2021-01-05	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29803	Human	76	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-12	?	23.0	28.0	0.0	11.0	0.0	good	good	mediocre	good	3.812421917808223
England/210190688/2021	ncov	EPI_ISL_811124	?	2021-01-08	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29838	Human	48	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-13	?	185.0	23.0	0.0	4.0	0.0	good	good	good	good	-1.3350449315068467
England/210201050/2021	ncov	EPI_ISL_825491	?	2021-01-08	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29808	Human	62	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-15	?	1314.0	22.0	6.0	5.0	0.0	mediocre	mediocre	good	good	-2.3350449315068467
England/210201122/2021	ncov	EPI_ISL_825573	?	2021-01-11	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29834	Human	48	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-15	?	25.0	24.0	0.0	10.0	0.0	good	good	mediocre	good	-0.48251178082191615
England/210201123/2021	ncov	EPI_ISL_825551	?	2021-01-11	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29834	Human	48	Male	20H/501Y.V2	B.1.351	G	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-15	?	5309.0	18.0	5.0	6.0	0.0	bad	mediocre	good	good	-6.482511780821916
England/210201142/2021	ncov	EPI_ISL_825550	?	2021-01-11	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29816	Human	65	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-15	?	1515.0	21.0	11.0	4.0	0.0	mediocre	bad	good	good	-3.482511780821916
England/210201151/2021	ncov	EPI_ISL_825574	?	2021-01-11	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29803	Human	60	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-15	?	144.0	23.0	0.0	5.0	0.0	good	good	good	good	-1.4825117808219161
England/210220678/2021	ncov	EPI_ISL_837073	?	2021-01-12	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29849	Human	43	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	517.0	25.0	5.0	9.0	0.0	good	mediocre	good	good	0.46833260273972854
England/210220684/2021	ncov	EPI_ISL_846597	?	2021-01-10	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29840	Human	19	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-19	?	3290.0	20.0	11.0	6.0	0.0	bad	bad	good	good	-4.433356164383557
England/210221005/2021	ncov	EPI_ISL_837059	?	2021-01-08	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29846	Human	53	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	1097.0	24.0	16.0	8.0	0.0	good	bad	good	good	-0.33504493150684667
England/210241179/2021	ncov	EPI_ISL_837060	?	2021-01-08	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29803	Human	24	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	1050.0	24.0	8.0	9.0	0.0	good	mediocre	good	good	-0.33504493150684667
England/210241183/2021	ncov	EPI_ISL_837196	?	2021-01-12	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29804	Human	45	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	181.0	25.0	1.0	8.0	0.0	good	good	good	good	0.46833260273972854
England/210241219/2021	ncov	EPI_ISL_837197	?	2021-01-12	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29831	Human	47	Male	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	203.0	25.0	0.0	8.0	0.0	good	good	good	good	0.46833260273972854
England/210260926/2021	ncov	EPI_ISL_837087	?	2021-01-14	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29812	Human	32	Female	20H/501Y.V2	B.1.351	GH	Respiratory Virus Unit, National Infection Service, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al	https://www.gisaid.org	?	?	2021-01-18	?	423.0	25.0	1.0	7.0	0.0	good	good	good	good	0.3700213698630179
